22.34000,0.8,5,27.34000
22.34000,0.8,5,27.34000
22.34000,0.8,5,27.34000
22.34000,0.8,5,27.34000
22.34000,0.8,5,27.34000
22.34000,0.8,5,27.34000
22.34000,0.8,5,27.34000
42.34000,0.8,5,27.34000
42.34000,0.8,5,27.34000
42.34000,0.8,5,27.34000
22.34000,0.8,5,27.34000
22.34000,0.8,5,27.34000
22.34000,0.8,5,27.34000
22.34000,0.8,5,27.34000
22.34000,0.8,5,27.34000
22.34000,0.8,5,27.34000
22.34000,0.8,5,27.34000
22.34000,0.8,5,27.34000
22.34000,0.8,5,27.34000
22.34000,0.8,5,27.34000
22.34000,0.8,5,27.34000
