t: 25.57, u: 0.00, e: 8.64, s: 25.00
t: 25.47, u: 0.00, e: 8.64, s: 25.00
t: 25.38, u: 0.00, e: 8.64, s: 25.00
t: 25.43, u: 0.00, e: 8.64, s: 25.00
t: 25.43, u: 0.00, e: 8.64, s: 25.00
t: 25.45, u: 0.00, e: 8.64, s: 25.00
t: 25.64, u: 0.00, e: 8.64, s: 25.00
t: 25.43, u: 0.00, e: 8.64, s: 25.00
t: 25.39, u: 0.00, e: 8.64, s: 25.00
t: 25.56, u: 0.00, e: 8.64, s: 25.00
t: 25.38, u: 0.00, e: 8.64, s: 25.00
t: 25.39, u: 0.00, e: 8.64, s: 25.00
t: 25.34, u: 0.00, e: 8.64, s: 25.00
t: 25.39, u: 0.00, e: 8.64, s: 25.00
t: 25.32, u: 0.00, e: 8.64, s: 25.00
t: 25.52, u: 0.00, e: 8.64, s: 25.00
t: 25.34, u: 0.00, e: 8.64, s: 25.00
t: 25.32, u: 0.00, e: 8.64, s: 25.00
t: 25.34, u: 0.00, e: 8.64, s: 25.00
t: 25.32, u: 0.00, e: 8.64, s: 25.00
t: 25.34, u: 0.00, e: 8.64, s: 25.00
t: 25.52, u: 0.00, e: 8.64, s: 25.00
t: 25.29, u: 0.00, e: 8.64, s: 25.00
t: 25.22, u: 0.00, e: 8.64, s: 25.00
t: 25.25, u: 0.00, e: 8.64, s: 25.00
t: 25.32, u: 0.00, e: 8.64, s: 25.00
t: 25.25, u: 0.00, e: 8.64, s: 25.00
t: 25.16, u: 0.00, e: 8.64, s: 25.00
t: 25.16, u: 0.00, e: 8.64, s: 25.00
t: 25.16, u: 0.00, e: 8.64, s: 25.00
t: 25.20, u: 0.00, e: 8.64, s: 25.00
t: 25.30, u: 0.00, e: 8.64, s: 25.00
t: 25.14, u: 0.00, e: 8.64, s: 25.00
t: 25.20, u: 0.00, e: 8.64, s: 25.00
t: 25.18, u: 0.00, e: 8.64, s: 25.00
t: 25.16, u: 0.00, e: 8.64, s: 25.00
t: 25.23, u: 0.00, e: 8.64, s: 25.00
t: 25.11, u: 0.00, e: 8.64, s: 25.00
t: 25.09, u: 0.00, e: 8.64, s: 25.00
t: 25.16, u: 0.00, e: 8.64, s: 25.00
t: 25.11, u: 0.00, e: 8.64, s: 25.00
t: 25.07, u: 0.00, e: 8.64, s: 25.00
t: 25.09, u: 0.00, e: 8.64, s: 25.00
t: 25.00, u: 0.00, e: 8.64, s: 25.00
t: 25.04, u: 0.00, e: 8.64, s: 25.00
t: 24.97, u: 0.00, e: 8.64, s: 25.00
t: 25.09, u: 0.00, e: 8.64, s: 25.00
t: 25.04, u: 0.00, e: 8.64, s: 25.00
t: 24.97, u: 0.00, e: 8.64, s: 25.00
t: 24.91, u: 0.00, e: 8.64, s: 25.00
t: 24.88, u: 0.00, e: 8.64, s: 25.00
t: 24.95, u: 0.00, e: 8.64, s: 25.00
t: 25.00, u: 0.00, e: 8.64, s: 25.00
t: 25.00, u: 0.00, e: 8.64, s: 25.00
t: 25.13, u: 0.00, e: 8.64, s: 25.00
t: 24.95, u: 0.00, e: 8.64, s: 25.00
t: 24.91, u: 0.00, e: 8.64, s: 25.00
t: 24.82, u: 0.00, e: 8.64, s: 25.00
t: 24.91, u: 0.00, e: 8.64, s: 25.00
t: 25.18, u: 0.00, e: 8.64, s: 25.00
t: 24.89, u: 0.00, e: 8.64, s: 25.00
t: 24.97, u: 0.00, e: 8.64, s: 25.00
t: 24.82, u: 0.00, e: 8.64, s: 25.00
t: 24.82, u: 0.00, e: 8.64, s: 25.00
t: 24.93, u: 0.00, e: 8.64, s: 25.00
t: 24.81, u: 0.00, e: 8.64, s: 25.00
t: 24.91, u: 0.00, e: 8.64, s: 25.00
t: 24.86, u: 0.00, e: 8.64, s: 25.00
t: 24.91, u: 0.00, e: 8.64, s: 25.00
t: 24.75, u: 0.00, e: 8.64, s: 25.00
t: 24.88, u: 0.00, e: 8.64, s: 25.00
t: 24.74, u: 0.00, e: 8.64, s: 25.00
t: 24.82, u: 0.00, e: 8.64, s: 25.00
t: 24.84, u: 0.00, e: 8.64, s: 25.00
t: 24.84, u: 0.00, e: 8.64, s: 25.00
t: 24.82, u: 0.00, e: 8.64, s: 25.00
t: 24.82, u: 0.00, e: 8.64, s: 25.00
t: 24.65, u: 0.00, e: 8.64, s: 25.00
t: 24.79, u: 0.00, e: 8.64, s: 25.00
t: 24.82, u: 0.00, e: 8.64, s: 25.00
t: 24.79, u: 0.00, e: 8.64, s: 25.00
t: 24.77, u: 0.00, e: 8.64, s: 25.00
t: 24.77, u: 0.00, e: 8.64, s: 25.00
t: 24.89, u: 0.00, e: 8.64, s: 25.00
t: 24.75, u: 0.00, e: 8.64, s: 25.00
t: 24.73, u: 0.00, e: 8.64, s: 25.00
t: 24.81, u: 0.00, e: 8.64, s: 25.00
t: 24.93, u: 0.00, e: 8.64, s: 25.00
t: 24.84, u: 0.00, e: 8.64, s: 25.00
t: 24.81, u: 0.00, e: 8.64, s: 25.00
t: 24.70, u: 0.39, e: -0.21, s: 25.00
t: 24.68, u: 0.39, e: -0.26, s: 25.00
t: 24.66, u: 0.39, e: -0.23, s: 25.00
t: 24.70, u: 0.39, e: -0.37, s: 25.00
t: 24.84, u: 0.39, e: -0.27, s: 25.00
t: 24.75, u: 0.39, e: -0.46, s: 25.00
t: 24.70, u: 0.39, e: -0.18, s: 25.00
t: 24.89, u: 0.39, e: -0.16, s: 25.00
t: 25.09, u: 0.39, e: -0.10, s: 25.00
t: 25.05, u: 0.00, e: 0.30, s: 25.00
t: 25.22, u: 0.00, e: 0.30, s: 25.00
t: 25.30, u: 0.00, e: 0.30, s: 25.00
t: 25.41, u: 0.00, e: 0.30, s: 25.00
t: 25.59, u: 0.00, e: 0.30, s: 25.00
t: 25.64, u: 0.00, e: 0.30, s: 25.00
t: 25.63, u: 0.00, e: 0.30, s: 25.00
t: 25.75, u: 0.00, e: 0.30, s: 25.00
t: 25.79, u: 0.00, e: 0.30, s: 25.00
t: 25.86, u: 0.00, e: 0.30, s: 25.00
t: 26.02, u: 0.00, e: 0.30, s: 25.00
t: 25.88, u: 0.00, e: 0.30, s: 25.00
t: 26.07, u: 0.00, e: 0.30, s: 25.00
t: 26.02, u: 0.00, e: 0.30, s: 25.00
t: 26.00, u: 0.00, e: 0.30, s: 25.00
t: 25.89, u: 0.00, e: 0.30, s: 25.00
t: 25.93, u: 0.00, e: 0.30, s: 25.00
t: 26.00, u: 0.00, e: 0.30, s: 25.00
t: 26.06, u: 0.00, e: 0.30, s: 25.00
t: 25.82, u: 0.00, e: 0.30, s: 25.00
t: 25.89, u: 0.00, e: 0.30, s: 25.00
t: 25.89, u: 0.00, e: 0.30, s: 25.00
t: 25.89, u: 0.00, e: 0.30, s: 25.00
t: 25.91, u: 0.00, e: 0.30, s: 25.00
t: 25.70, u: 0.00, e: 0.30, s: 25.00
t: 25.82, u: 0.00, e: 0.30, s: 25.00
t: 25.77, u: 0.00, e: 0.30, s: 25.00
t: 25.63, u: 0.00, e: 0.30, s: 25.00
t: 25.66, u: 0.00, e: 0.30, s: 25.00
t: 25.55, u: 0.00, e: 0.30, s: 25.00
t: 25.54, u: 0.00, e: 0.30, s: 25.00
t: 25.36, u: 0.00, e: 0.30, s: 25.00
t: 25.48, u: 0.00, e: 0.30, s: 25.00
t: 25.32, u: 0.00, e: 0.30, s: 25.00
t: 25.29, u: 0.00, e: 0.30, s: 25.00
t: 25.32, u: 0.00, e: 0.30, s: 25.00
t: 25.23, u: 0.00, e: 0.30, s: 25.00
t: 25.18, u: 0.00, e: 0.30, s: 25.00
t: 25.00, u: 0.00, e: 0.30, s: 25.00
t: 25.25, u: 0.00, e: 0.30, s: 25.00
t: 25.06, u: 0.00, e: 0.30, s: 25.00
t: 25.38, u: 0.00, e: 0.30, s: 25.00
t: 24.93, u: 0.00, e: 0.30, s: 25.00
t: 24.88, u: 0.00, e: 0.30, s: 25.00
t: 25.07, u: 0.00, e: 0.30, s: 25.00
t: 25.09, u: 0.00, e: 0.30, s: 25.00
t: 24.95, u: 0.00, e: 0.30, s: 25.00
t: 24.84, u: 0.00, e: 0.30, s: 25.00
t: 24.86, u: 0.00, e: 0.30, s: 25.00
t: 24.74, u: 0.00, e: 0.30, s: 25.00
t: 24.84, u: 0.00, e: 0.30, s: 25.00
t: 24.79, u: 0.00, e: 0.30, s: 25.00
t: 24.77, u: 0.39, e: -0.35, s: 25.00
t: 24.75, u: 0.39, e: -0.42, s: 25.00
t: 24.70, u: 0.39, e: -0.09, s: 25.00
t: 24.72, u: 0.39, e: -0.21, s: 25.00
t: 24.77, u: 0.39, e: -0.28, s: 25.00
t: 24.70, u: 0.39, e: -0.30, s: 25.00
t: 24.74, u: 0.39, e: -0.18, s: 25.00
t: 24.79, u: 0.39, e: -0.18, s: 25.00
t: 24.79, u: 0.39, e: -0.18, s: 25.00
t: 24.95, u: 0.39, e: -0.05, s: 25.00
t: 25.16, u: 0.39, e: 0.09, s: 25.00
t: 25.02, u: 0.39, e: 0.13, s: 25.00
t: 25.20, u: 0.00, e: 0.34, s: 25.00
t: 25.39, u: 0.00, e: 0.34, s: 25.00
t: 25.54, u: 0.00, e: 0.34, s: 25.00
t: 25.79, u: 0.00, e: 0.34, s: 25.00
t: 25.77, u: 0.00, e: 0.34, s: 25.00
t: 25.82, u: 0.00, e: 0.34, s: 25.00
t: 25.93, u: 0.00, e: 0.34, s: 25.00
t: 25.91, u: 0.00, e: 0.34, s: 25.00
t: 25.98, u: 0.00, e: 0.34, s: 25.00
t: 26.18, u: 0.00, e: 0.34, s: 25.00
t: 26.13, u: 0.00, e: 0.34, s: 25.00
t: 26.25, u: 0.00, e: 0.34, s: 25.00
t: 26.22, u: 0.00, e: 0.34, s: 25.00
t: 26.15, u: 0.00, e: 0.34, s: 25.00
t: 26.20, u: 0.00, e: 0.34, s: 25.00
t: 26.31, u: 0.00, e: 0.34, s: 25.00
t: 26.15, u: 0.00, e: 0.34, s: 25.00
t: 26.25, u: 2.45, e: -9.93, s: 36.00
t: 26.11, u: 2.44, e: -9.89, s: 36.00
t: 26.20, u: 2.43, e: -9.82, s: 36.00
t: 26.09, u: 2.45, e: -9.91, s: 36.00
t: 26.17, u: 2.42, e: -9.80, s: 36.00
t: 26.06, u: 2.44, e: -9.85, s: 36.00
t: 26.20, u: 2.40, e: -9.71, s: 36.00
t: 26.27, u: 2.40, e: -9.73, s: 36.00
t: 26.52, u: 2.38, e: -9.62, s: 36.00
t: 26.60, u: 2.29, e: -9.26, s: 36.00
t: 26.79, u: 2.31, e: -9.33, s: 36.00
t: 26.88, u: 2.24, e: -9.06, s: 36.00
t: 27.14, u: 2.18, e: -8.83, s: 36.00
t: 27.41, u: 2.12, e: -8.56, s: 36.00
t: 27.63, u: 2.08, e: -8.41, s: 36.00
t: 27.92, u: 2.07, e: -8.39, s: 36.00
t: 28.12, u: 1.98, e: -8.01, s: 36.00
t: 28.26, u: 1.89, e: -7.65, s: 36.00
t: 28.63, u: 1.81, e: -7.32, s: 36.00
t: 28.90, u: 1.79, e: -7.24, s: 36.00
t: 29.12, u: 1.73, e: -6.99, s: 36.00
t: 29.46, u: 1.64, e: -6.64, s: 36.00
t: 29.68, u: 1.58, e: -6.38, s: 36.00
t: 29.95, u: 1.57, e: -6.36, s: 36.00
t: 30.24, u: 1.51, e: -6.12, s: 36.00
t: 30.33, u: 1.40, e: -5.65, s: 36.00
t: 30.72, u: 1.38, e: -5.58, s: 36.00
t: 30.78, u: 1.31, e: -5.28, s: 36.00
t: 30.91, u: 1.24, e: -5.02, s: 36.00
t: 31.07, u: 1.22, e: -4.93, s: 36.00
t: 31.34, u: 1.19, e: -4.83, s: 36.00
t: 31.39, u: 1.15, e: -4.66, s: 36.00
t: 31.64, u: 1.11, e: -4.47, s: 36.00
t: 31.79, u: 1.04, e: -4.21, s: 36.00
t: 31.98, u: 1.04, e: -4.19, s: 36.00
t: 32.10, u: 0.97, e: -3.94, s: 36.00
t: 32.13, u: 0.96, e: -3.88, s: 36.00
t: 32.38, u: 0.90, e: -3.64, s: 36.00
t: 32.48, u: 0.90, e: -3.66, s: 36.00
t: 32.46, u: 0.91, e: -3.69, s: 36.00
t: 32.63, u: 0.86, e: -3.48, s: 36.00
t: 32.71, u: 0.79, e: -3.20, s: 36.00
t: 32.92, u: 0.79, e: -3.18, s: 36.00
t: 32.73, u: 1.72, e: -3.16, s: 36.00
t: 32.92, u: 1.65, e: -3.04, s: 36.00
t: 33.11, u: 1.64, e: -3.02, s: 36.00
t: 33.02, u: 1.60, e: -2.95, s: 36.00
t: 33.27, u: 1.55, e: -2.85, s: 36.00
t: 33.15, u: 1.58, e: -2.91, s: 36.00
t: 33.09, u: 1.51, e: -2.77, s: 36.00
t: 33.27, u: 1.46, e: -2.68, s: 36.00
t: 33.52, u: 1.42, e: -2.62, s: 36.00
t: 33.48, u: 1.45, e: -2.67, s: 36.00
t: 33.58, u: 1.32, e: -2.42, s: 36.00
t: 33.54, u: 1.37, e: -2.52, s: 36.00
t: 33.46, u: 1.27, e: -2.34, s: 36.00
t: 33.72, u: 1.23, e: -2.27, s: 36.00
t: 33.72, u: 1.24, e: -2.28, s: 36.00
t: 33.85, u: 1.21, e: -2.22, s: 36.00
t: 33.80, u: 1.10, e: -2.03, s: 36.00
t: 33.87, u: 1.14, e: -2.09, s: 36.00
t: 33.97, u: 1.12, e: -2.07, s: 36.00
t: 33.95, u: 1.10, e: -2.03, s: 36.00
t: 34.17, u: 1.00, e: -1.83, s: 36.00
t: 33.99, u: 1.13, e: -2.08, s: 36.00
t: 34.11, u: 1.06, e: -1.95, s: 36.00
t: 34.11, u: 1.03, e: -1.89, s: 36.00
t: 34.05, u: 1.02, e: -1.87, s: 36.00
t: 33.95, u: 0.97, e: -1.79, s: 36.00
t: 34.25, u: 0.95, e: -1.75, s: 36.00
t: 34.17, u: 0.99, e: -1.83, s: 36.00
t: 34.17, u: 0.92, e: -1.69, s: 36.00
t: 34.11, u: 0.95, e: -1.75, s: 36.00
t: 34.11, u: 0.96, e: -1.77, s: 36.00
t: 34.27, u: 0.93, e: -1.71, s: 36.00
t: 34.25, u: 0.98, e: -1.81, s: 36.00
t: 34.21, u: 0.88, e: -1.63, s: 36.00
t: 34.27, u: 0.94, e: -1.73, s: 36.00
t: 33.98, u: 0.95, e: -1.75, s: 36.00
t: 34.26, u: 0.95, e: -1.75, s: 36.00
t: 34.29, u: 0.96, e: -1.76, s: 36.00
t: 34.28, u: 0.94, e: -1.72, s: 36.00
t: 34.24, u: 0.99, e: -1.82, s: 36.00
t: 34.24, u: 0.95, e: -1.74, s: 36.00
t: 34.28, u: 1.05, e: -1.94, s: 36.00
t: 34.28, u: 0.93, e: -1.71, s: 36.00
t: 34.08, u: 0.98, e: -1.80, s: 36.00
t: 34.30, u: 0.99, e: -1.82, s: 36.00
t: 34.28, u: 0.96, e: -1.76, s: 36.00
t: 34.22, u: 0.95, e: -1.74, s: 36.00
t: 34.32, u: 0.99, e: -1.82, s: 36.00
t: 34.34, u: 0.98, e: -1.80, s: 36.00
t: 34.15, u: 0.98, e: -1.80, s: 36.00
t: 34.16, u: 1.00, e: -1.83, s: 36.00
t: 34.22, u: 0.96, e: -1.76, s: 36.00
t: 34.13, u: 1.00, e: -1.83, s: 36.00
t: 34.28, u: 0.98, e: -1.79, s: 36.00
t: 34.22, u: 0.94, e: -1.74, s: 36.00
t: 34.25, u: 0.93, e: -1.72, s: 36.00
t: 34.19, u: 0.99, e: -1.81, s: 36.00
t: 34.19, u: 0.95, e: -1.75, s: 36.00
t: 34.13, u: 1.03, e: -1.89, s: 36.00
t: 34.32, u: 1.01, e: -1.85, s: 36.00
t: 34.13, u: 0.98, e: -1.79, s: 36.00
t: 34.19, u: 0.99, e: -1.81, s: 36.00
t: 34.15, u: 0.97, e: -1.77, s: 36.00
t: 34.13, u: 0.94, e: -1.73, s: 36.00
t: 34.19, u: 1.04, e: -1.91, s: 36.00
t: 34.11, u: 1.01, e: -1.85, s: 36.00
t: 34.07, u: 0.99, e: -1.81, s: 36.00
t: 34.09, u: 1.06, e: -1.94, s: 36.00
t: 34.07, u: 1.01, e: -1.85, s: 36.00
t: 34.11, u: 1.09, e: -2.01, s: 36.00
t: 34.09, u: 1.07, e: -1.97, s: 36.00
t: 34.03, u: 1.07, e: -1.97, s: 36.00
t: 33.94, u: 1.03, e: -1.89, s: 36.00
t: 34.21, u: 1.06, e: -1.95, s: 36.00
t: 34.05, u: 1.08, e: -1.98, s: 36.00
t: 34.03, u: 0.98, e: -1.80, s: 36.00
t: 34.11, u: 1.03, e: -1.89, s: 36.00
t: 34.11, u: 1.03, e: -1.89, s: 36.00
t: 34.15, u: 1.02, e: -1.87, s: 36.00
t: 34.15, u: 1.01, e: -1.85, s: 36.00
t: 34.15, u: 1.08, e: -1.98, s: 36.00
t: 34.15, u: 1.05, e: -1.93, s: 36.00
t: 34.13, u: 1.05, e: -1.93, s: 36.00
t: 34.17, u: 1.13, e: -2.08, s: 36.00
t: 34.51, u: 0.98, e: -1.81, s: 36.00
t: 34.09, u: 1.06, e: -1.94, s: 36.00
t: 34.19, u: 0.94, e: -1.73, s: 36.00
t: 34.03, u: 0.88, e: -1.61, s: 36.00
t: 34.06, u: 1.05, e: -1.92, s: 36.00
t: 34.19, u: 1.02, e: -1.87, s: 36.00
t: 34.23, u: 1.03, e: -1.89, s: 36.00
t: 34.13, u: 1.18, e: -2.18, s: 36.00
t: 33.98, u: 1.03, e: -1.90, s: 36.00
t: 34.10, u: 1.03, e: -1.89, s: 36.00
t: 34.24, u: 1.22, e: -4.94, s: 39.00
t: 34.08, u: 1.18, e: -4.78, s: 39.00
t: 34.13, u: 1.18, e: -4.77, s: 39.00
t: 34.23, u: 1.24, e: -5.01, s: 39.00
t: 34.47, u: 1.19, e: -4.80, s: 39.00
t: 34.23, u: 1.16, e: -4.70, s: 39.00
t: 34.21, u: 1.18, e: -4.77, s: 39.00
t: 34.19, u: 1.24, e: -5.02, s: 39.00
t: 34.14, u: 1.15, e: -4.67, s: 39.00
t: 34.17, u: 1.19, e: -4.83, s: 39.00
t: 34.25, u: 1.17, e: -4.75, s: 39.00
t: 34.27, u: 1.17, e: -4.75, s: 39.00
t: 34.31, u: 1.14, e: -4.61, s: 39.00
t: 34.31, u: 1.16, e: -4.71, s: 39.00
t: 34.33, u: 1.17, e: -4.73, s: 39.00
t: 34.29, u: 1.16, e: -4.69, s: 39.00
t: 34.33, u: 1.15, e: -4.67, s: 39.00
t: 34.27, u: 1.16, e: -4.69, s: 39.00
t: 34.46, u: 1.12, e: -4.53, s: 39.00
t: 34.43, u: 1.17, e: -4.75, s: 39.00
t: 34.27, u: 1.11, e: -4.51, s: 39.00
t: 34.29, u: 1.16, e: -4.71, s: 39.00
t: 34.35, u: 1.12, e: -4.51, s: 39.00
t: 34.35, u: 1.13, e: -4.55, s: 39.00
t: 34.43, u: 1.17, e: -4.74, s: 39.00
t: 34.39, u: 1.11, e: -4.47, s: 39.00
t: 34.43, u: 1.13, e: -4.59, s: 39.00
t: 34.45, u: 1.15, e: -4.67, s: 39.00
t: 34.29, u: 1.16, e: -4.71, s: 39.00
t: 34.47, u: 1.16, e: -4.69, s: 39.00
t: 34.41, u: 1.12, e: -4.51, s: 39.00
t: 34.39, u: 0.39, e: -1.57, s: 36.00
t: 34.49, u: 0.91, e: -1.67, s: 36.00
t: 34.51, u: 0.93, e: -1.70, s: 36.00
t: 34.43, u: 0.39, e: -1.51, s: 36.00
t: 34.69, u: 0.39, e: -1.47, s: 36.00
t: 34.38, u: 0.39, e: -1.47, s: 36.00
t: 34.51, u: 0.39, e: -1.51, s: 36.00
t: 34.41, u: 0.39, e: -1.58, s: 36.00
t: 34.66, u: 0.39, e: -1.53, s: 36.00
t: 34.47, u: 0.39, e: -1.51, s: 36.00
t: 34.39, u: 0.87, e: -1.61, s: 36.00
t: 34.41, u: 0.91, e: -1.67, s: 36.00
t: 34.45, u: 0.39, e: -1.39, s: 36.00
t: 34.40, u: 0.93, e: -1.70, s: 36.00
t: 34.30, u: 0.95, e: -1.74, s: 36.00
t: 34.30, u: 0.93, e: -1.70, s: 36.00
t: 34.28, u: 0.93, e: -1.70, s: 36.00
t: 34.20, u: 0.97, e: -1.78, s: 36.00
t: 34.14, u: 1.01, e: -1.86, s: 36.00
t: 34.12, u: 1.03, e: -1.90, s: 36.00
t: 34.00, u: 1.10, e: -2.01, s: 36.00
t: 33.74, u: 1.24, e: -2.28, s: 36.00
t: 33.78, u: 1.21, e: -2.22, s: 36.00
t: 33.70, u: 1.27, e: -2.34, s: 36.00
t: 33.58, u: 1.34, e: -2.46, s: 36.00
t: 33.47, u: 1.34, e: -2.45, s: 36.00
t: 33.43, u: 1.41, e: -2.59, s: 36.00
t: 33.33, u: 1.43, e: -2.63, s: 36.00
t: 33.20, u: 1.50, e: -2.76, s: 36.00
t: 33.12, u: 1.57, e: -2.89, s: 36.00
t: 33.09, u: 1.57, e: -2.89, s: 36.00
t: 33.01, u: 1.65, e: -3.03, s: 36.00
t: 32.90, u: 1.67, e: -3.07, s: 36.00
t: 32.86, u: 0.79, e: -3.18, s: 36.00
t: 32.74, u: 0.80, e: -3.26, s: 36.00
t: 32.65, u: 0.83, e: -3.35, s: 36.00
t: 32.59, u: 0.85, e: -3.43, s: 36.00
t: 32.52, u: 0.87, e: -3.50, s: 36.00
t: 32.44, u: 0.88, e: -3.56, s: 36.00
t: 32.35, u: 0.90, e: -3.63, s: 36.00
t: 32.29, u: 0.91, e: -3.67, s: 36.00
t: 32.20, u: 0.93, e: -3.77, s: 36.00
t: 32.16, u: 0.95, e: -3.86, s: 36.00
t: 32.12, u: 0.96, e: -3.90, s: 36.00
t: 32.03, u: 0.98, e: -3.95, s: 36.00
t: 32.01, u: 0.98, e: -3.97, s: 36.00
t: 31.99, u: 1.01, e: -4.09, s: 36.00
t: 31.91, u: 1.01, e: -4.11, s: 36.00
t: 31.78, u: 1.03, e: -4.18, s: 36.00
t: 31.78, u: 1.05, e: -4.26, s: 36.00
t: 31.70, u: 1.07, e: -4.31, s: 36.00
t: 31.61, u: 1.09, e: -4.39, s: 36.00
t: 31.61, u: 1.09, e: -4.39, s: 36.00
t: 31.52, u: 1.11, e: -4.48, s: 36.00
t: 31.46, u: 1.12, e: -4.54, s: 36.00
t: 31.40, u: 1.12, e: -4.54, s: 36.00
t: 31.37, u: 1.15, e: -4.65, s: 36.00
t: 31.31, u: 1.15, e: -4.67, s: 36.00
t: 23.18, u: 3.07, e: -7.07, s: 30.00
t: 23.16, u: 3.08, e: -7.09, s: 30.00
t: 23.04, u: 2.87, e: -6.61, s: 30.00
t: 23.32, u: 3.07, e: -7.07, s: 30.00
t: 23.35, u: 2.89, e: -6.66, s: 30.00
t: 22.79, u: 2.93, e: -6.75, s: 30.00
t: 22.79, u: 3.03, e: -6.98, s: 30.00
t: 23.32, u: 2.88, e: -6.65, s: 30.00
t: 22.91, u: 2.98, e: -6.88, s: 30.00
t: 23.34, u: 3.03, e: -6.98, s: 30.00
t: 23.02, u: 2.98, e: -6.88, s: 30.00
t: 23.02, u: 2.98, e: -6.88, s: 30.00
t: 23.14, u: 2.98, e: -6.86, s: 30.00
t: 23.12, u: 3.08, e: -7.09, s: 30.00
t: 23.11, u: 2.91, e: -6.70, s: 30.00
t: 23.02, u: 2.90, e: -6.68, s: 30.00
t: 23.21, u: 3.07, e: -7.07, s: 30.00
t: 23.32, u: 3.11, e: -7.16, s: 30.00
t: 22.91, u: 3.04, e: -7.00, s: 30.00
t: 23.30, u: 3.13, e: -7.21, s: 30.00
t: 22.79, u: 3.13, e: -7.21, s: 30.00
t: 23.30, u: 3.04, e: -7.00, s: 30.00
t: 23.32, u: 2.91, e: -6.70, s: 30.00
t: 22.89, u: 2.95, e: -6.79, s: 30.00
t: 23.34, u: 3.04, e: -7.00, s: 30.00
t: 22.91, u: 3.03, e: -6.98, s: 30.00
t: 23.00, u: 3.00, e: -6.91, s: 30.00
t: 23.20, u: 2.99, e: -6.89, s: 30.00
t: 23.12, u: 3.08, e: -7.09, s: 30.00
t: 23.11, u: 3.04, e: -7.00, s: 30.00
t: 23.12, u: 3.03, e: -6.98, s: 30.00
t: 23.19, u: 2.90, e: -6.68, s: 30.00
t: 23.00, u: 2.90, e: -6.68, s: 30.00
t: 23.21, u: 2.89, e: -6.66, s: 30.00
t: 23.28, u: 3.04, e: -7.00, s: 30.00
t: 22.86, u: 2.99, e: -6.89, s: 30.00
t: 22.84, u: 2.91, e: -6.70, s: 30.00
t: 23.21, u: 2.85, e: -6.56, s: 30.00
t: 23.00, u: 2.97, e: -6.84, s: 30.00
t: 23.14, u: 2.92, e: -6.74, s: 30.00
t: 23.53, u: 2.82, e: -6.50, s: 30.00
t: 23.57, u: 2.83, e: -6.52, s: 30.00
t: 23.60, u: 2.79, e: -6.42, s: 30.00
t: 23.94, u: 2.72, e: -6.26, s: 30.00
t: 24.15, u: 2.52, e: -5.81, s: 30.00
t: 24.17, u: 2.56, e: -5.90, s: 30.00
t: 24.38, u: 2.29, e: -5.28, s: 30.00
t: 25.15, u: 2.12, e: -4.87, s: 30.00
t: 25.00, u: 2.10, e: -4.84, s: 30.00
t: 25.31, u: 2.16, e: -4.98, s: 30.00
t: 26.02, u: 1.94, e: -4.48, s: 30.00
t: 25.79, u: 1.63, e: -3.76, s: 30.00
t: 26.15, u: 1.63, e: -3.75, s: 30.00
t: 26.79, u: 1.52, e: -3.51, s: 30.00
t: 26.79, u: 1.38, e: -3.19, s: 30.00
t: 27.26, u: 1.27, e: -2.92, s: 30.00
t: 27.46, u: 1.13, e: -2.59, s: 30.00
t: 27.75, u: 0.94, e: -2.16, s: 30.00
t: 27.93, u: 0.87, e: -2.01, s: 30.00
t: 28.15, u: 0.82, e: -1.88, s: 30.00
t: 28.67, u: 1.27, e: -1.33, s: 30.00
t: 28.61, u: 1.01, e: -1.06, s: 30.00
t: 28.81, u: 1.22, e: -1.28, s: 30.00
t: 29.07, u: 0.39, e: -0.80, s: 30.00
t: 29.16, u: 0.39, e: -0.73, s: 30.00
t: 29.39, u: 0.39, e: -0.60, s: 30.00
t: 29.59, u: 0.39, e: -0.49, s: 30.00
t: 29.86, u: 0.39, e: -0.32, s: 30.00
t: 29.83, u: 0.39, e: -0.17, s: 30.00
t: 30.18, u: 0.39, e: 0.07, s: 30.00
t: 30.09, u: 0.39, e: 0.11, s: 30.00
t: 30.20, u: 0.00, e: 0.25, s: 30.00
t: 30.25, u: 0.00, e: 0.25, s: 30.00
t: 30.31, u: 0.00, e: 0.25, s: 30.00
t: 30.59, u: 0.00, e: 0.25, s: 30.00
t: 30.48, u: 0.00, e: 0.25, s: 30.00
t: 30.46, u: 0.00, e: 0.25, s: 30.00
t: 30.50, u: 0.00, e: 0.25, s: 30.00
t: 30.48, u: 0.00, e: 0.25, s: 30.00
t: 30.42, u: 0.00, e: 0.25, s: 30.00
t: 30.37, u: 0.00, e: 0.25, s: 30.00
t: 30.24, u: 0.00, e: 0.25, s: 30.00
t: 30.26, u: 0.00, e: 0.25, s: 30.00
t: 29.98, u: 0.00, e: 0.25, s: 30.00
t: 30.02, u: 0.00, e: 0.25, s: 30.00
t: 29.92, u: 0.00, e: 0.25, s: 30.00
t: 29.76, u: 0.00, e: 0.25, s: 30.00
t: 29.72, u: 0.00, e: 0.25, s: 30.00
t: 29.58, u: 0.39, e: -0.59, s: 30.00
t: 29.43, u: 0.39, e: -0.57, s: 30.00
t: 29.15, u: 0.39, e: -0.79, s: 30.00
t: 29.28, u: 0.88, e: -0.92, s: 30.00
t: 29.02, u: 1.00, e: -1.05, s: 30.00
t: 28.75, u: 1.09, e: -1.14, s: 30.00
