t: 29.44, u: 0.39, e: -0.62, s: 30.00
t: 29.56, u: 0.39, e: -0.44, s: 30.00
t: 29.56, u: 0.39, e: -0.38, s: 30.00
t: 29.67, u: 0.39, e: -0.44, s: 30.00
t: 29.62, u: 0.39, e: -0.22, s: 30.00
t: 30.01, u: 0.39, e: -0.10, s: 30.00
t: 29.89, u: 0.39, e: 0.01, s: 30.00
t: 30.04, u: 0.39, e: 0.01, s: 30.00
t: 30.08, u: 0.39, e: 0.04, s: 30.00
t: 30.21, u: 0.39, e: 0.19, s: 30.00
t: 30.35, u: 0.00, e: 0.42, s: 30.00
t: 30.34, u: 0.00, e: 0.42, s: 30.00
t: 30.30, u: 0.00, e: 0.42, s: 30.00
t: 30.43, u: 0.00, e: 0.42, s: 30.00
t: 30.53, u: 0.00, e: 0.42, s: 30.00
t: 30.49, u: 0.00, e: 0.42, s: 30.00
t: 30.51, u: 0.00, e: 0.42, s: 30.00
t: 30.49, u: 0.00, e: 0.42, s: 30.00
t: 30.62, u: 0.00, e: 0.42, s: 30.00
t: 30.49, u: 0.00, e: 0.42, s: 30.00
t: 30.43, u: 0.00, e: 0.42, s: 30.00
t: 30.51, u: 0.00, e: 0.42, s: 30.00
t: 30.40, u: 0.00, e: 0.42, s: 30.00
t: 30.19, u: 0.00, e: 0.42, s: 30.00
t: 30.27, u: 0.00, e: 0.42, s: 30.00
t: 30.20, u: 0.00, e: 0.42, s: 30.00
t: 30.01, u: 0.00, e: 0.42, s: 30.00
t: 29.97, u: 0.00, e: 0.42, s: 30.00
t: 29.90, u: 0.00, e: 0.42, s: 30.00
t: 29.67, u: 0.00, e: 0.42, s: 30.00
t: 29.67, u: 0.39, e: -0.42, s: 30.00
t: 29.52, u: 0.39, e: -0.44, s: 30.00
t: 29.38, u: 0.39, e: -0.59, s: 30.00
t: 29.29, u: 0.39, e: -0.69, s: 30.00
t: 28.92, u: 0.39, e: -1.10, s: 30.00
t: 28.86, u: 0.39, e: -1.15, s: 30.00
t: 28.79, u: 0.39, e: -1.17, s: 30.00
t: 28.75, u: 0.39, e: -1.23, s: 30.00
t: 28.72, u: 0.39, e: -1.28, s: 30.00
t: 28.63, u: 0.39, e: -1.37, s: 30.00
t: 28.59, u: 0.39, e: -1.39, s: 30.00
t: 28.55, u: 0.39, e: -1.43, s: 30.00
t: 28.50, u: 0.39, e: -1.50, s: 30.00
t: 28.44, u: 0.39, e: -1.56, s: 30.00
t: 28.41, u: 0.87, e: -1.59, s: 30.00
t: 28.35, u: 0.89, e: -1.63, s: 30.00
t: 28.48, u: 0.89, e: -1.63, s: 30.00
t: 28.19, u: 0.93, e: -1.70, s: 30.00
t: 28.21, u: 0.99, e: -1.81, s: 30.00
t: 28.13, u: 0.98, e: -1.79, s: 30.00
t: 28.17, u: 1.06, e: -1.96, s: 30.00
t: 28.11, u: 1.07, e: -1.98, s: 30.00
t: 28.21, u: 1.01, e: -1.85, s: 30.00
t: 28.13, u: 1.02, e: -1.87, s: 30.00
t: 28.19, u: 1.00, e: -1.83, s: 30.00
t: 28.17, u: 0.99, e: -1.81, s: 30.00
t: 28.31, u: 0.91, e: -1.67, s: 30.00
t: 28.29, u: 0.90, e: -1.65, s: 30.00
t: 28.53, u: 0.39, e: -1.58, s: 30.00
t: 28.59, u: 0.39, e: -1.52, s: 30.00
t: 28.73, u: 0.39, e: -1.34, s: 30.00
t: 28.73, u: 0.39, e: -1.18, s: 30.00
t: 28.99, u: 0.39, e: -1.03, s: 30.00
t: 29.14, u: 0.39, e: -0.85, s: 30.00
t: 29.26, u: 0.39, e: -0.81, s: 30.00
t: 29.36, u: 0.39, e: -0.66, s: 30.00
t: 29.54, u: 0.39, e: -0.53, s: 30.00
t: 29.65, u: 0.39, e: -0.46, s: 30.00
t: 29.71, u: 0.39, e: -0.35, s: 30.00
t: 29.89, u: 0.39, e: -0.24, s: 30.00
t: 29.87, u: 0.39, e: -0.07, s: 30.00
t: 30.10, u: 0.39, e: 0.18, s: 30.00
t: 30.19, u: 0.39, e: 0.19, s: 30.00
t: 30.30, u: 0.39, e: 0.11, s: 30.00
t: 30.17, u: 0.00, e: 0.26, s: 30.00
t: 30.38, u: 0.00, e: 0.26, s: 30.00
t: 30.43, u: 0.00, e: 0.26, s: 30.00
t: 30.64, u: 0.00, e: 0.26, s: 30.00
t: 30.49, u: 0.00, e: 0.26, s: 30.00
t: 30.66, u: 0.00, e: 0.26, s: 30.00
t: 30.69, u: 0.00, e: 0.26, s: 30.00
t: 30.66, u: 0.00, e: 0.26, s: 30.00
t: 30.86, u: 0.00, e: 0.26, s: 30.00
t: 30.58, u: 0.00, e: 0.26, s: 30.00
t: 30.64, u: 0.00, e: 0.26, s: 30.00
t: 30.56, u: 0.00, e: 0.26, s: 30.00
t: 30.49, u: 0.00, e: 0.26, s: 30.00
t: 30.49, u: 0.00, e: 0.26, s: 30.00
t: 30.30, u: 0.00, e: 0.26, s: 30.00
t: 30.35, u: 0.00, e: 0.26, s: 30.00
t: 30.08, u: 0.00, e: 0.26, s: 30.00
t: 30.25, u: 0.00, e: 0.26, s: 30.00
t: 29.95, u: 0.00, e: 0.26, s: 30.00
t: 29.78, u: 0.00, e: 0.26, s: 30.00
t: 29.67, u: 0.00, e: 0.26, s: 30.00
t: 29.60, u: 0.00, e: 0.26, s: 30.00
t: 29.52, u: 0.39, e: -0.48, s: 30.00
t: 29.38, u: 0.39, e: -0.59, s: 30.00
t: 29.28, u: 0.39, e: -0.77, s: 30.00
t: 29.25, u: 0.39, e: -0.81, s: 30.00
t: 29.36, u: 0.39, e: -0.88, s: 30.00
t: 29.06, u: 0.39, e: -0.99, s: 30.00
t: 29.05, u: 0.39, e: -1.03, s: 30.00
t: 28.94, u: 0.39, e: -1.06, s: 30.00
t: 28.95, u: 0.39, e: -1.10, s: 30.00
t: 28.86, u: 0.39, e: -1.07, s: 30.00
t: 28.99, u: 0.39, e: -1.10, s: 30.00
t: 28.90, u: 0.39, e: -1.05, s: 30.00
t: 29.01, u: 0.39, e: -1.14, s: 30.00
t: 29.03, u: 0.39, e: -0.92, s: 30.00
t: 29.08, u: 0.39, e: -0.90, s: 30.00
t: 29.10, u: 0.39, e: -0.81, s: 30.00
t: 29.17, u: 0.39, e: -0.88, s: 30.00
t: 29.27, u: 0.39, e: -0.79, s: 30.00
t: 29.32, u: 0.39, e: -0.83, s: 30.00
t: 29.36, u: 0.39, e: -0.64, s: 30.00
t: 29.49, u: 0.39, e: -0.62, s: 30.00
t: 29.56, u: 0.39, e: -0.44, s: 30.00
t: 29.67, u: 0.39, e: -0.37, s: 30.00
t: 29.74, u: 0.39, e: -0.26, s: 30.00
t: 29.87, u: 0.39, e: -0.14, s: 30.00
t: 29.95, u: 0.39, e: -0.07, s: 30.00
t: 29.99, u: 0.39, e: 0.04, s: 30.00
t: 30.12, u: 0.39, e: 0.10, s: 30.00
t: 30.23, u: 0.39, e: 0.23, s: 30.00
t: 30.30, u: 0.00, e: 0.36, s: 30.00
t: 30.34, u: 0.00, e: 0.36, s: 30.00
t: 30.41, u: 0.00, e: 0.36, s: 30.00
t: 30.56, u: 0.00, e: 0.36, s: 30.00
t: 30.53, u: 0.00, e: 0.36, s: 30.00
t: 30.67, u: 0.00, e: 0.36, s: 30.00
t: 30.64, u: 0.00, e: 0.36, s: 30.00
t: 30.75, u: 0.00, e: 0.36, s: 30.00
t: 30.60, u: 0.00, e: 0.36, s: 30.00
t: 30.64, u: 0.00, e: 0.36, s: 30.00
t: 30.68, u: 0.00, e: 0.36, s: 30.00
t: 30.53, u: 0.00, e: 0.36, s: 30.00
t: 30.45, u: 0.87, e: -3.51, s: 34.00
t: 30.41, u: 0.89, e: -3.59, s: 34.00
t: 30.15, u: 0.95, e: -3.85, s: 34.00
t: 30.25, u: 0.91, e: -3.70, s: 34.00
t: 30.17, u: 0.94, e: -3.79, s: 34.00
t: 30.15, u: 0.96, e: -3.86, s: 34.00
t: 30.19, u: 0.96, e: -3.87, s: 34.00
t: 30.06, u: 0.97, e: -3.92, s: 34.00
t: 30.17, u: 0.99, e: -3.99, s: 34.00
t: 30.06, u: 0.96, e: -3.90, s: 34.00
t: 30.10, u: 0.99, e: -4.01, s: 34.00
t: 30.08, u: 0.96, e: -3.87, s: 34.00
t: 30.17, u: 0.96, e: -3.88, s: 34.00
t: 30.16, u: 0.95, e: -3.83, s: 34.00
t: 30.14, u: 0.92, e: -3.74, s: 34.00
t: 30.23, u: 0.92, e: -3.72, s: 34.00
t: 30.68, u: 0.90, e: -3.62, s: 34.00
t: 30.55, u: 0.88, e: -3.55, s: 34.00
t: 30.53, u: 0.84, e: -3.40, s: 34.00
t: 30.66, u: 0.83, e: -3.34, s: 34.00
t: 30.81, u: 0.81, e: -3.29, s: 34.00
t: 30.83, u: 0.78, e: -3.17, s: 34.00
t: 31.00, u: 1.66, e: -3.06, s: 34.00
t: 31.11, u: 1.61, e: -2.97, s: 34.00
t: 31.11, u: 1.52, e: -2.80, s: 34.00
t: 31.26, u: 1.36, e: -2.50, s: 34.00
t: 31.45, u: 1.41, e: -2.59, s: 34.00
t: 31.46, u: 1.37, e: -2.52, s: 34.00
t: 31.62, u: 1.33, e: -2.44, s: 34.00
t: 31.77, u: 1.24, e: -2.27, s: 34.00
t: 31.86, u: 1.17, e: -2.16, s: 34.00
t: 31.96, u: 1.16, e: -2.14, s: 34.00
t: 32.05, u: 1.07, e: -1.96, s: 34.00
t: 32.20, u: 0.39, e: -1.51, s: 34.00
t: 32.36, u: 0.94, e: -1.72, s: 34.00
t: 32.41, u: 0.39, e: -1.53, s: 34.00
t: 32.64, u: 0.39, e: -1.49, s: 34.00
t: 32.52, u: 0.39, e: -1.41, s: 34.00
t: 32.68, u: 0.39, e: -1.11, s: 34.00
t: 32.95, u: 0.39, e: -1.17, s: 34.00
t: 32.95, u: 0.39, e: -1.01, s: 34.00
t: 33.03, u: 0.39, e: -0.99, s: 34.00
t: 33.08, u: 0.39, e: -0.99, s: 34.00
t: 33.20, u: 0.39, e: -0.80, s: 34.00
t: 33.24, u: 0.39, e: -0.72, s: 34.00
t: 33.26, u: 0.39, e: -0.70, s: 34.00
t: 33.40, u: 0.39, e: -0.64, s: 34.00
t: 33.30, u: 0.39, e: -0.64, s: 34.00
t: 33.37, u: 0.39, e: -0.55, s: 34.00
t: 33.40, u: 0.39, e: -0.64, s: 34.00
t: 33.38, u: 0.39, e: -0.59, s: 34.00
t: 33.43, u: 0.39, e: -0.56, s: 34.00
t: 33.65, u: 0.39, e: -0.53, s: 34.00
t: 33.42, u: 0.39, e: -0.57, s: 34.00
t: 33.36, u: 0.39, e: -0.37, s: 34.00
t: 33.55, u: 0.39, e: -0.43, s: 34.00
t: 33.48, u: 0.39, e: -0.57, s: 34.00
t: 33.57, u: 0.39, e: -0.35, s: 34.00
t: 33.53, u: 0.39, e: -0.43, s: 34.00
t: 33.51, u: 0.39, e: -0.47, s: 34.00
t: 33.70, u: 0.39, e: -0.45, s: 34.00
t: 33.51, u: 0.39, e: -0.41, s: 34.00
t: 33.67, u: 0.39, e: -0.42, s: 34.00
t: 33.54, u: 0.39, e: -0.40, s: 34.00
t: 33.65, u: 0.39, e: -0.45, s: 34.00
t: 33.65, u: 0.39, e: -0.53, s: 34.00
t: 33.56, u: 0.39, e: -0.41, s: 34.00
t: 33.62, u: 0.39, e: -0.44, s: 34.00
t: 33.58, u: 0.39, e: -0.41, s: 34.00
t: 33.61, u: 0.39, e: -0.42, s: 34.00
t: 33.56, u: 0.39, e: -0.38, s: 34.00
t: 33.67, u: 0.39, e: -0.31, s: 34.00
t: 33.67, u: 0.39, e: -0.44, s: 34.00
t: 33.60, u: 0.39, e: -0.42, s: 34.00
t: 33.60, u: 0.39, e: -0.44, s: 34.00
t: 33.81, u: 0.39, e: -0.32, s: 34.00
t: 33.56, u: 0.39, e: -0.44, s: 34.00
t: 33.60, u: 0.39, e: -0.40, s: 34.00
t: 33.58, u: 0.39, e: -0.48, s: 34.00
t: 33.48, u: 0.39, e: -0.44, s: 34.00
t: 33.44, u: 0.39, e: -0.46, s: 34.00
t: 33.64, u: 0.39, e: -0.54, s: 34.00
t: 33.51, u: 0.39, e: -0.53, s: 34.00
t: 33.44, u: 0.39, e: -0.42, s: 34.00
t: 33.52, u: 0.39, e: -0.48, s: 34.00
t: 33.54, u: 0.39, e: -0.46, s: 34.00
t: 33.54, u: 0.39, e: -0.63, s: 34.00
t: 33.50, u: 0.39, e: -0.50, s: 34.00
t: 33.58, u: 0.39, e: -0.59, s: 34.00
t: 33.50, u: 0.39, e: -0.52, s: 34.00
t: 33.43, u: 0.39, e: -0.57, s: 34.00
t: 33.72, u: 0.39, e: -0.53, s: 34.00
t: 33.50, u: 0.39, e: -0.54, s: 34.00
t: 33.44, u: 0.39, e: -0.54, s: 34.00
t: 33.45, u: 0.39, e: -0.53, s: 34.00
t: 33.72, u: 0.39, e: -0.61, s: 34.00
t: 33.47, u: 0.39, e: -0.51, s: 34.00
t: 33.52, u: 0.39, e: -0.49, s: 34.00
t: 33.49, u: 0.39, e: -0.72, s: 34.00
t: 33.44, u: 0.39, e: -0.55, s: 34.00
t: 33.51, u: 0.39, e: -0.55, s: 34.00
t: 33.52, u: 0.39, e: -0.57, s: 34.00
t: 33.50, u: 0.39, e: -0.72, s: 34.00
t: 33.41, u: 0.39, e: -1.42, s: 35.00
t: 33.47, u: 0.39, e: -1.48, s: 35.00
t: 33.47, u: 0.94, e: -1.73, s: 35.00
t: 33.54, u: 0.39, e: -1.50, s: 35.00
t: 33.51, u: 0.39, e: -1.45, s: 35.00
t: 33.50, u: 0.39, e: -1.49, s: 35.00
t: 33.68, u: 0.92, e: -1.69, s: 35.00
t: 33.57, u: 0.39, e: -1.39, s: 35.00
t: 33.39, u: 0.39, e: -1.44, s: 35.00
t: 33.48, u: 0.39, e: -1.50, s: 35.00
t: 33.49, u: 0.92, e: -1.69, s: 35.00
t: 33.61, u: 0.39, e: -1.49, s: 35.00
t: 33.51, u: 0.39, e: -1.49, s: 35.00
t: 33.57, u: 0.39, e: -1.46, s: 35.00
t: 33.51, u: 0.39, e: -1.45, s: 35.00
t: 33.49, u: 0.39, e: -1.46, s: 35.00
t: 33.54, u: 0.39, e: -1.43, s: 35.00
t: 33.54, u: 0.39, e: -1.42, s: 35.00
t: 33.58, u: 0.39, e: -1.43, s: 35.00
t: 33.51, u: 0.39, e: -1.46, s: 35.00
t: 33.53, u: 0.39, e: -1.40, s: 35.00
t: 33.55, u: 0.39, e: -1.32, s: 35.00
t: 33.68, u: 0.39, e: -1.38, s: 35.00
t: 33.62, u: 0.39, e: -1.38, s: 35.00
t: 33.55, u: 0.39, e: -1.36, s: 35.00
t: 33.61, u: 0.39, e: -1.36, s: 35.00
t: 33.59, u: 0.39, e: -1.42, s: 35.00
t: 33.57, u: 0.39, e: -1.42, s: 35.00
t: 33.55, u: 0.39, e: -1.36, s: 35.00
t: 33.86, u: 0.39, e: -1.41, s: 35.00
t: 33.72, u: 0.88, e: -1.63, s: 35.00
t: 33.70, u: 0.39, e: -1.24, s: 35.00
t: 33.64, u: 0.39, e: -1.36, s: 35.00
t: 33.58, u: 0.39, e: -1.48, s: 35.00
t: 33.53, u: 0.39, e: -1.47, s: 35.00
t: 33.66, u: 0.39, e: -1.34, s: 35.00
t: 33.64, u: 0.39, e: -1.31, s: 35.00
t: 33.53, u: 0.39, e: -1.34, s: 35.00
t: 33.62, u: 0.39, e: -1.40, s: 35.00
t: 33.61, u: 0.39, e: -1.39, s: 35.00
t: 33.66, u: 0.39, e: -1.42, s: 35.00
t: 33.58, u: 0.39, e: -1.43, s: 35.00
t: 33.70, u: 0.39, e: -1.38, s: 35.00
t: 33.62, u: 0.39, e: -1.49, s: 35.00
t: 33.62, u: 0.00, e: 8.64, s: 25.00
t: 33.62, u: 0.00, e: 8.64, s: 25.00
t: 33.72, u: 0.00, e: 8.64, s: 25.00
t: 33.65, u: 0.00, e: 8.64, s: 25.00
t: 33.47, u: 0.00, e: 8.64, s: 25.00
t: 33.58, u: 0.00, e: 8.64, s: 25.00
t: 33.47, u: 0.00, e: 8.64, s: 25.00
t: 33.53, u: 0.00, e: 8.64, s: 25.00
t: 33.30, u: 0.00, e: 8.64, s: 25.00
t: 33.22, u: 0.00, e: 8.64, s: 25.00
t: 33.14, u: 0.00, e: 8.64, s: 25.00
t: 33.06, u: 0.00, e: 8.64, s: 25.00
t: 32.91, u: 0.00, e: 8.64, s: 25.00
t: 32.65, u: 0.00, e: 8.64, s: 25.00
t: 32.67, u: 0.00, e: 8.64, s: 25.00
t: 32.58, u: 0.00, e: 8.64, s: 25.00
t: 32.35, u: 0.00, e: 8.64, s: 25.00
t: 32.20, u: 0.00, e: 8.64, s: 25.00
t: 32.09, u: 0.00, e: 8.64, s: 25.00
t: 32.00, u: 0.00, e: 8.64, s: 25.00
t: 31.66, u: 0.00, e: 8.64, s: 25.00
t: 31.65, u: 0.00, e: 8.64, s: 25.00
t: 31.46, u: 0.00, e: 8.64, s: 25.00
t: 31.43, u: 0.00, e: 8.64, s: 25.00
t: 31.20, u: 0.00, e: 8.64, s: 25.00
t: 31.00, u: 0.00, e: 8.64, s: 25.00
t: 30.86, u: 0.00, e: 8.64, s: 25.00
t: 30.75, u: 0.00, e: 8.64, s: 25.00
t: 30.62, u: 0.00, e: 8.64, s: 25.00
t: 30.39, u: 0.00, e: 8.64, s: 25.00
t: 30.28, u: 0.00, e: 8.64, s: 25.00
t: 30.02, u: 0.00, e: 8.64, s: 25.00
t: 30.00, u: 0.00, e: 8.64, s: 25.00
t: 29.99, u: 0.00, e: 8.64, s: 25.00
t: 29.72, u: 0.00, e: 8.64, s: 25.00
t: 29.65, u: 0.00, e: 8.64, s: 25.00
t: 29.59, u: 0.00, e: 8.64, s: 25.00
t: 29.50, u: 0.00, e: 8.64, s: 25.00
t: 29.30, u: 0.00, e: 8.64, s: 25.00
t: 29.19, u: 0.00, e: 8.64, s: 25.00
t: 29.17, u: 0.00, e: 8.64, s: 25.00
t: 28.89, u: 0.00, e: 8.64, s: 25.00
t: 28.89, u: 0.00, e: 8.64, s: 25.00
t: 28.83, u: 0.00, e: 8.64, s: 25.00
t: 28.74, u: 0.00, e: 8.64, s: 25.00
t: 28.61, u: 0.00, e: 8.64, s: 25.00
t: 28.47, u: 0.00, e: 8.64, s: 25.00
t: 28.41, u: 0.00, e: 8.64, s: 25.00
t: 28.26, u: 0.00, e: 8.64, s: 25.00
t: 28.27, u: 0.00, e: 8.64, s: 25.00
t: 28.34, u: 0.00, e: 8.64, s: 25.00
t: 28.21, u: 0.00, e: 8.64, s: 25.00
t: 28.02, u: 0.00, e: 8.64, s: 25.00
t: 28.01, u: 0.00, e: 8.64, s: 25.00
t: 27.97, u: 0.00, e: 8.64, s: 25.00
t: 27.92, u: 0.00, e: 8.64, s: 25.00
t: 27.82, u: 0.00, e: 8.64, s: 25.00
t: 27.81, u: 0.00, e: 8.64, s: 25.00
t: 27.73, u: 0.00, e: 8.64, s: 25.00
t: 27.55, u: 0.00, e: 8.64, s: 25.00
t: 27.60, u: 0.00, e: 8.64, s: 25.00
t: 27.49, u: 0.00, e: 8.64, s: 25.00
t: 27.40, u: 0.00, e: 8.64, s: 25.00
t: 27.48, u: 0.00, e: 8.64, s: 25.00
t: 27.37, u: 0.00, e: 8.64, s: 25.00
t: 27.35, u: 0.00, e: 8.64, s: 25.00
t: 27.35, u: 0.00, e: 8.64, s: 25.00
t: 27.26, u: 0.00, e: 8.64, s: 25.00
t: 27.11, u: 0.00, e: 8.64, s: 25.00
t: 27.15, u: 0.00, e: 8.64, s: 25.00
t: 27.11, u: 0.00, e: 8.64, s: 25.00
t: 27.02, u: 0.00, e: 8.64, s: 25.00
t: 27.02, u: 0.00, e: 8.64, s: 25.00
t: 27.00, u: 0.00, e: 8.64, s: 25.00
t: 27.07, u: 0.00, e: 8.64, s: 25.00
t: 27.02, u: 0.00, e: 8.64, s: 25.00
t: 26.90, u: 0.00, e: 8.64, s: 25.00
t: 26.86, u: 0.00, e: 8.64, s: 25.00
t: 26.82, u: 0.00, e: 8.64, s: 25.00
t: 26.86, u: 0.00, e: 8.64, s: 25.00
t: 26.80, u: 0.00, e: 8.64, s: 25.00
t: 26.75, u: 0.00, e: 8.64, s: 25.00
t: 26.75, u: 0.00, e: 8.64, s: 25.00
t: 26.68, u: 0.00, e: 8.64, s: 25.00
t: 26.71, u: 0.00, e: 8.64, s: 25.00
t: 26.51, u: 0.00, e: 8.64, s: 25.00
t: 26.69, u: 0.00, e: 8.64, s: 25.00
t: 26.75, u: 0.00, e: 8.64, s: 25.00
t: 26.53, u: 0.00, e: 8.64, s: 25.00
t: 26.53, u: 0.00, e: 8.64, s: 25.00
t: 26.41, u: 0.00, e: 8.64, s: 25.00
t: 26.58, u: 0.00, e: 8.64, s: 25.00
t: 26.46, u: 0.00, e: 8.64, s: 25.00
t: 26.62, u: 0.00, e: 8.64, s: 25.00
t: 26.55, u: 0.00, e: 8.64, s: 25.00
t: 26.46, u: 0.00, e: 8.64, s: 25.00
t: 26.38, u: 0.00, e: 8.64, s: 25.00
t: 26.49, u: 0.00, e: 8.64, s: 25.00
t: 26.30, u: 0.00, e: 8.64, s: 25.00
t: 26.40, u: 0.00, e: 8.64, s: 25.00
t: 26.49, u: 0.00, e: 8.64, s: 25.00
t: 26.62, u: 0.00, e: 8.64, s: 25.00
t: 26.37, u: 0.00, e: 8.64, s: 25.00
t: 26.33, u: 0.00, e: 8.64, s: 25.00
t: 26.33, u: 0.00, e: 8.64, s: 25.00
t: 26.31, u: 0.00, e: 8.64, s: 25.00
t: 26.39, u: 0.00, e: 8.64, s: 25.00
t: 26.20, u: 0.00, e: 8.64, s: 25.00
t: 26.31, u: 0.00, e: 8.64, s: 25.00
t: 26.20, u: 0.00, e: 8.64, s: 25.00
t: 26.20, u: 0.00, e: 8.64, s: 25.00
t: 26.42, u: 0.00, e: 8.64, s: 25.00
t: 26.22, u: 0.00, e: 8.64, s: 25.00
t: 26.20, u: 0.00, e: 8.64, s: 25.00
t: 26.22, u: 0.00, e: 8.64, s: 25.00
t: 26.22, u: 0.00, e: 8.64, s: 25.00
t: 26.04, u: 0.00, e: 8.64, s: 25.00
t: 26.19, u: 0.00, e: 8.64, s: 25.00
t: 26.22, u: 0.00, e: 8.64, s: 25.00
t: 26.15, u: 0.00, e: 8.64, s: 25.00
t: 26.15, u: 0.00, e: 8.64, s: 25.00
t: 26.13, u: 0.00, e: 8.64, s: 25.00
t: 26.33, u: 0.00, e: 8.64, s: 25.00
t: 26.17, u: 0.00, e: 8.64, s: 25.00
t: 26.15, u: 0.00, e: 8.64, s: 25.00
t: 26.22, u: 0.00, e: 8.64, s: 25.00
t: 26.01, u: 0.00, e: 8.64, s: 25.00
t: 26.17, u: 0.00, e: 8.64, s: 25.00
t: 26.11, u: 0.00, e: 8.64, s: 25.00
t: 26.02, u: 0.00, e: 8.64, s: 25.00
t: 26.06, u: 0.00, e: 8.64, s: 25.00
t: 26.04, u: 0.00, e: 8.64, s: 25.00
t: 26.04, u: 0.00, e: 8.64, s: 25.00
t: 26.08, u: 0.00, e: 8.64, s: 25.00
t: 25.91, u: 0.00, e: 8.64, s: 25.00
t: 25.99, u: 0.00, e: 8.64, s: 25.00
t: 26.06, u: 0.00, e: 8.64, s: 25.00
t: 26.29, u: 0.00, e: 8.64, s: 25.00
t: 26.02, u: 0.00, e: 8.64, s: 25.00
t: 25.99, u: 0.00, e: 8.64, s: 25.00
t: 26.00, u: 0.00, e: 8.64, s: 25.00
t: 26.02, u: 0.00, e: 8.64, s: 25.00
t: 25.90, u: 0.00, e: 8.64, s: 25.00
t: 26.02, u: 0.00, e: 8.64, s: 25.00
t: 26.02, u: 0.00, e: 8.64, s: 25.00
t: 25.99, u: 0.00, e: 8.64, s: 25.00
t: 26.09, u: 0.00, e: 8.64, s: 25.00
t: 25.79, u: 0.00, e: 8.64, s: 25.00
t: 25.99, u: 0.00, e: 8.64, s: 25.00
t: 25.84, u: 0.00, e: 8.64, s: 25.00
t: 25.91, u: 0.00, e: 8.64, s: 25.00
t: 26.11, u: 0.00, e: 8.64, s: 25.00
t: 25.83, u: 0.00, e: 8.64, s: 25.00
t: 26.02, u: 0.00, e: 8.64, s: 25.00
t: 26.00, u: 0.00, e: 8.64, s: 25.00
t: 25.97, u: 0.00, e: 8.64, s: 25.00
t: 25.84, u: 0.00, e: 8.64, s: 25.00
t: 25.97, u: 0.00, e: 8.64, s: 25.00
t: 25.95, u: 0.00, e: 8.64, s: 25.00
t: 25.93, u: 0.00, e: 8.64, s: 25.00
t: 25.97, u: 0.00, e: 8.64, s: 25.00
t: 26.02, u: 0.00, e: 8.64, s: 25.00
t: 25.88, u: 0.00, e: 8.64, s: 25.00
t: 25.81, u: 0.00, e: 8.64, s: 25.00
t: 25.84, u: 0.00, e: 8.64, s: 25.00
t: 25.84, u: 0.00, e: 8.64, s: 25.00
t: 25.84, u: 0.00, e: 8.64, s: 25.00
t: 25.90, u: 0.00, e: 8.64, s: 25.00
t: 25.74, u: 0.00, e: 8.64, s: 25.00
t: 25.79, u: 0.00, e: 8.64, s: 25.00
t: 25.99, u: 0.00, e: 8.64, s: 25.00
t: 25.90, u: 0.00, e: 8.64, s: 25.00
t: 25.82, u: 0.00, e: 8.64, s: 25.00
t: 25.90, u: 0.00, e: 8.64, s: 25.00
t: 25.81, u: 0.00, e: 8.64, s: 25.00
t: 25.81, u: 0.00, e: 8.64, s: 25.00
t: 26.02, u: 0.00, e: 8.64, s: 25.00
t: 25.84, u: 0.00, e: 8.64, s: 25.00
t: 25.93, u: 0.00, e: 8.64, s: 25.00
t: 25.82, u: 0.00, e: 8.64, s: 25.00
t: 25.79, u: 0.00, e: 8.64, s: 25.00
t: 25.77, u: 0.00, e: 8.64, s: 25.00
t: 25.72, u: 0.00, e: 8.64, s: 25.00
t: 25.79, u: 0.00, e: 8.64, s: 25.00
t: 25.81, u: 0.00, e: 8.64, s: 25.00
t: 25.75, u: 0.00, e: 8.64, s: 25.00
t: 25.90, u: 0.00, e: 8.64, s: 25.00
t: 25.81, u: 0.00, e: 8.64, s: 25.00
t: 25.86, u: 0.00, e: 8.64, s: 25.00
t: 25.75, u: 0.00, e: 8.64, s: 25.00
t: 25.66, u: 0.00, e: 8.64, s: 25.00
t: 25.77, u: 0.00, e: 8.64, s: 25.00
t: 25.73, u: 0.00, e: 8.64, s: 25.00
t: 25.75, u: 0.00, e: 8.64, s: 25.00
t: 25.59, u: 0.00, e: 8.64, s: 25.00
t: 25.72, u: 0.00, e: 8.64, s: 25.00
t: 25.70, u: 0.00, e: 8.64, s: 25.00
t: 25.72, u: 0.00, e: 8.64, s: 25.00
t: 25.61, u: 0.00, e: 8.64, s: 25.00
t: 25.63, u: 0.00, e: 8.64, s: 25.00
t: 25.68, u: 0.00, e: 8.64, s: 25.00
t: 25.63, u: 0.00, e: 8.64, s: 25.00
t: 25.59, u: 0.00, e: 8.64, s: 25.00
t: 25.68, u: 0.00, e: 8.64, s: 25.00
t: 25.81, u: 0.00, e: 8.64, s: 25.00
t: 25.63, u: 0.00, e: 8.64, s: 25.00
t: 25.68, u: 0.00, e: 8.64, s: 25.00
t: 25.48, u: 0.00, e: 8.64, s: 25.00
t: 25.52, u: 0.00, e: 8.64, s: 25.00
t: 25.72, u: 0.00, e: 8.64, s: 25.00
t: 25.59, u: 0.00, e: 8.64, s: 25.00
t: 25.66, u: 0.00, e: 8.64, s: 25.00
t: 25.54, u: 0.00, e: 8.64, s: 25.00
t: 25.59, u: 0.00, e: 8.64, s: 25.00
t: 25.57, u: 0.00, e: 8.64, s: 25.00
t: 25.52, u: 0.00, e: 8.64, s: 25.00
